date,"language",views
2012/07/31,"Oriya",358250
2012/08/31,"Oriya",374067
2012/09/30,"Oriya",300208
2012/10/31,"Oriya",397963
2012/11/30,"Oriya",320208
2012/12/13,"Oriya",315203
2013/01/31,"Oriya",372496
2013/02/12,"Oriya",140331
2008/01/31,"Pali",105278
2008/02/29,"Pali",89349
2008/03/31,"Pali",94905
2008/04/30,"Pali",119231
2008/05/31,"Pali",147591
2008/06/30,"Pali",145084
2008/07/31,"Pali",139994
2008/08/31,"Pali",140602
2008/09/30,"Pali",94444
2008/10/31,"Pali",187011
2008/11/30,"Pali",122886
2008/12/31,"Pali",115725
2009/01/31,"Pali",89147
2009/02/28,"Pali",71171
2009/03/31,"Pali",96844
2009/04/30,"Pali",111164
2009/05/31,"Pali",105883
2009/06/30,"Pali",118858
2009/07/31,"Pali",98388
2009/08/31,"Pali",110997
2009/09/30,"Pali",99907
2009/10/31,"Pali",119104
2009/11/30,"Pali",125861
2009/12/31,"Pali",128433
2010/01/31,"Pali",142198
2010/02/28,"Pali",165494
2010/03/31,"Pali",160767
2010/04/30,"Pali",225604
2010/05/31,"Pali",193997
2010/06/30,"Pali",154265
2010/07/31,"Pali",190554
2010/08/31,"Pali",165585
2010/09/30,"Pali",171898
2010/10/31,"Pali",197299
2010/11/30,"Pali",187568
2010/12/31,"Pali",219482
2011/01/31,"Pali",195137
2011/02/28,"Pali",196939
2011/03/31,"Pali",233963
2011/04/30,"Pali",219724
2011/05/31,"Pali",204321
2011/06/30,"Pali",221374
2011/07/31,"Pali",222555
2011/08/31,"Pali",257903
2011/09/30,"Pali",266888
2011/10/31,"Pali",416882
2011/11/30,"Pali",259858
2011/12/31,"Pali",290885
2012/01/31,"Pali",288078
2012/02/29,"Pali",293366
2012/03/31,"Pali",264857
2012/04/30,"Pali",235097
2012/05/31,"Pali",329846
2012/06/30,"Pali",336527
2012/07/31,"Pali",311771
2012/08/31,"Pali",272071
2012/09/30,"Pali",330107
2012/10/31,"Pali",375210
2012/11/30,"Pali",386006
2012/12/13,"Pali",373512
2013/01/31,"Pali",499830
2013/02/12,"Pali",174126
2008/01/31,"Punjabi",226043
2008/02/29,"Punjabi",124598
2008/03/31,"Punjabi",179131
2008/04/30,"Punjabi",141629
2008/05/31,"Punjabi",130307
2008/06/30,"Punjabi",104494
2008/07/31,"Punjabi",144256
2008/08/31,"Punjabi",86869
2008/09/30,"Punjabi",73528
2008/10/31,"Punjabi",78591
2008/11/30,"Punjabi",73521
2008/12/31,"Punjabi",79962
2009/01/31,"Punjabi",74347
2009/02/28,"Punjabi",58599
2009/03/31,"Punjabi",74521
2009/04/30,"Punjabi",73111
2009/05/31,"Punjabi",61434
2009/06/30,"Punjabi",74259
2009/07/31,"Punjabi",74698
2009/08/31,"Punjabi",81409
2009/09/30,"Punjabi",130555
2009/10/31,"Punjabi",87940
2009/11/30,"Punjabi",86018
2009/12/31,"Punjabi",82631
2010/01/31,"Punjabi",87702
2010/02/28,"Punjabi",89950
2010/03/31,"Punjabi",101218
2010/04/30,"Punjabi",131746
2010/05/31,"Punjabi",115162
2010/06/30,"Punjabi",90659
2010/07/31,"Punjabi",88799
2010/08/31,"Punjabi",91509
2010/09/30,"Punjabi",94875
2010/10/31,"Punjabi",100391
2010/11/30,"Punjabi",94754
2010/12/31,"Punjabi",133711
2011/01/31,"Punjabi",113850
2011/02/28,"Punjabi",106340
2011/03/31,"Punjabi",148264
2011/04/30,"Punjabi",109075
2011/05/31,"Punjabi",111348
2011/06/30,"Punjabi",105440
2011/07/31,"Punjabi",111506
2011/08/31,"Punjabi",129108
2011/09/30,"Punjabi",139424
2011/10/31,"Punjabi",184845
2011/11/30,"Punjabi",127700
2011/12/31,"Punjabi",153181
2012/01/31,"Punjabi",131539
2012/02/29,"Punjabi",142379
2012/03/31,"Punjabi",139379
2012/04/30,"Punjabi",121306
2012/05/31,"Punjabi",142235
2012/06/30,"Punjabi",159518
2012/07/31,"Punjabi",142618
2012/08/31,"Punjabi",127256
2012/09/30,"Punjabi",143735
2012/10/31,"Punjabi",140618
2012/11/30,"Punjabi",148089
2012/12/13,"Punjabi",112726
2013/01/31,"Punjabi",123065
2013/02/12,"Punjabi",46359
2008/01/31,"Sanskrit",174429
2008/02/29,"Sanskrit",207541
2008/03/31,"Sanskrit",243740
2008/04/30,"Sanskrit",197141
2008/05/31,"Sanskrit",188142
2008/06/30,"Sanskrit",197426
2008/07/31,"Sanskrit",181531
2008/08/31,"Sanskrit",191975
2008/09/30,"Sanskrit",140135
2008/10/31,"Sanskrit",161214
2008/11/30,"Sanskrit",149321
2008/12/31,"Sanskrit",163997
2009/01/31,"Sanskrit",142192
2009/02/28,"Sanskrit",158852
2009/03/31,"Sanskrit",230593
2009/04/30,"Sanskrit",215252
2009/05/31,"Sanskrit",210884
2009/06/30,"Sanskrit",220924
2009/07/31,"Sanskrit",232190
2009/08/31,"Sanskrit",231425
2009/09/30,"Sanskrit",193513
2009/10/31,"Sanskrit",231021
2009/11/30,"Sanskrit",202655
2009/12/31,"Sanskrit",211152
2010/01/31,"Sanskrit",231154
2010/02/28,"Sanskrit",239689
2010/03/31,"Sanskrit",238925
2010/04/30,"Sanskrit",276777
2010/05/31,"Sanskrit",224810
2010/06/30,"Sanskrit",173706
2010/07/31,"Sanskrit",178606
2010/08/31,"Sanskrit",153027
2010/09/30,"Sanskrit",163423
2010/10/31,"Sanskrit",174648
2010/11/30,"Sanskrit",194104
2010/12/31,"Sanskrit",233595
2011/01/31,"Sanskrit",234378
2011/02/28,"Sanskrit",218508
2011/03/31,"Sanskrit",251620
2011/04/30,"Sanskrit",220551
2011/05/31,"Sanskrit",258118
2011/06/30,"Sanskrit",293181
2011/07/31,"Sanskrit",315208
2011/08/31,"Sanskrit",378800
2011/09/30,"Sanskrit",343256
2011/10/31,"Sanskrit",568859
2011/11/30,"Sanskrit",356634
2011/12/31,"Sanskrit",462066
2012/01/31,"Sanskrit",463435
2012/02/29,"Sanskrit",441210
2012/03/31,"Sanskrit",438415
2012/04/30,"Sanskrit",370823
2012/05/31,"Sanskrit",477421
2012/06/30,"Sanskrit",472116
2012/07/31,"Sanskrit",458113
2012/08/31,"Sanskrit",409269
2012/09/30,"Sanskrit",406570
2012/10/31,"Sanskrit",489795
2012/11/30,"Sanskrit",447013
2012/12/13,"Sanskrit",412107
2013/01/31,"Sanskrit",522973
2013/02/12,"Sanskrit",184581
2008/01/31,"Sindhi",108008
2008/02/29,"Sindhi",46426
2008/03/31,"Sindhi",42080
2008/04/30,"Sindhi",193052
2008/05/31,"Sindhi",129375
2008/06/30,"Sindhi",49292
2008/07/31,"Sindhi",42236
2008/08/31,"Sindhi",37585
2008/09/30,"Sindhi",32411
2008/10/31,"Sindhi",38976
2008/11/30,"Sindhi",40344
2008/12/31,"Sindhi",58748
2009/01/31,"Sindhi",53952
2009/02/28,"Sindhi",44491
2009/03/31,"Sindhi",56297
2009/04/30,"Sindhi",40973
2009/05/31,"Sindhi",49905
2009/06/30,"Sindhi",55555
2009/07/31,"Sindhi",54797
2009/08/31,"Sindhi",58106
2009/09/30,"Sindhi",47522
2009/10/31,"Sindhi",56483
2009/11/30,"Sindhi",57608
2009/12/31,"Sindhi",60744
2010/01/31,"Sindhi",57358
2010/02/28,"Sindhi",56360
2010/03/31,"Sindhi",63592
2010/04/30,"Sindhi",73944
2010/05/31,"Sindhi",71498
2010/06/30,"Sindhi",61273
2010/07/31,"Sindhi",76882
2010/08/31,"Sindhi",54197
2010/09/30,"Sindhi",54686
2010/10/31,"Sindhi",58904
2010/11/30,"Sindhi",54604
2010/12/31,"Sindhi",77096
2011/01/31,"Sindhi",58974
2011/02/28,"Sindhi",54832
2011/03/31,"Sindhi",69128
2011/04/30,"Sindhi",57119
2011/05/31,"Sindhi",53601
2011/06/30,"Sindhi",64317
2011/07/31,"Sindhi",79945
2011/08/31,"Sindhi",85132
2011/09/30,"Sindhi",71894
2011/10/31,"Sindhi",82199
2011/11/30,"Sindhi",74148
2011/12/31,"Sindhi",83698
2012/01/31,"Sindhi",71377
2012/02/29,"Sindhi",71150
2012/03/31,"Sindhi",85368
2012/04/30,"Sindhi",80925
2012/05/31,"Sindhi",104777
2012/06/30,"Sindhi",94862
2012/07/31,"Sindhi",79286
2012/08/31,"Sindhi",69672
2012/09/30,"Sindhi",66996
2012/10/31,"Sindhi",78178
2012/11/30,"Sindhi",77724
2012/12/13,"Sindhi",79112
2013/01/31,"Sindhi",86248
2013/02/12,"Sindhi",27237
2008/01/31,"Tamil",1439936
2008/02/29,"Tamil",1151733
2008/03/31,"Tamil",2714556
2008/04/30,"Tamil",3207577
2008/05/31,"Tamil",1443432
2008/06/30,"Tamil",1448222
2008/07/31,"Tamil",1395041
2008/08/31,"Tamil",1449088
2008/09/30,"Tamil",1702059
2008/10/31,"Tamil",1754304
2008/11/30,"Tamil",1627622
2008/12/31,"Tamil",1846129
2009/01/31,"Tamil",1748939
2009/02/28,"Tamil",1363677
2009/03/31,"Tamil",1875408
2009/04/30,"Tamil",1514584
2009/05/31,"Tamil",1371216
2009/06/30,"Tamil",1625082
2009/07/31,"Tamil",1758200
2009/08/31,"Tamil",1952741
2009/09/30,"Tamil",1863130
2009/10/31,"Tamil",2406075
2009/11/30,"Tamil",2398644
2009/12/31,"Tamil",2623173
2010/01/31,"Tamil",2605004
2010/02/28,"Tamil",2668564
2010/03/31,"Tamil",2490003
2010/04/30,"Tamil",2538912
2010/05/31,"Tamil",2214814
2010/06/30,"Tamil",2134583
2010/07/31,"Tamil",2516879
2010/08/31,"Tamil",2631731
2010/09/30,"Tamil",2527773
2010/10/31,"Tamil",2690863
2010/11/30,"Tamil",2788919
2010/12/31,"Tamil",3256506
2011/01/31,"Tamil",2891053
2011/02/28,"Tamil",3169971
2011/03/31,"Tamil",3679184
2011/04/30,"Tamil",2929074
2011/05/31,"Tamil",3802148
2011/06/30,"Tamil",3080229
2011/07/31,"Tamil",3424035
2011/08/31,"Tamil",4033058
2011/09/30,"Tamil",4136077
2011/10/31,"Tamil",4898556
2011/11/30,"Tamil",4007115
2011/12/31,"Tamil",4247678
2012/01/31,"Tamil",4417389
2012/02/29,"Tamil",4134199
2012/03/31,"Tamil",4827518
2012/04/30,"Tamil",3300790
2012/05/31,"Tamil",3864132
2012/06/30,"Tamil",4141212
2012/07/31,"Tamil",4557751
2012/08/31,"Tamil",4479283
2012/09/30,"Tamil",3832378
2012/10/31,"Tamil",4743395
2012/11/30,"Tamil",4139187
2012/12/13,"Tamil",5471742
2013/01/31,"Tamil",4986916
2013/02/12,"Tamil",1858503
2008/01/31,"Telugu",1875166
2008/02/29,"Telugu",1600688
2008/03/31,"Telugu",2108564
2008/04/30,"Telugu",2245028
2008/05/31,"Telugu",2434150
2008/06/30,"Telugu",2080643
2008/07/31,"Telugu",1722930
2008/08/31,"Telugu",1706024
2008/09/30,"Telugu",1696248
2008/10/31,"Telugu",1817968
2008/11/30,"Telugu",1458182
2008/12/31,"Telugu",1957949
2009/01/31,"Telugu",1683231
2009/02/28,"Telugu",1881129
2009/03/31,"Telugu",2146811
2009/04/30,"Telugu",1442099
2009/05/31,"Telugu",1410038
2009/06/30,"Telugu",1435928
2009/07/31,"Telugu",1566376
2009/08/31,"Telugu",1854477
2009/09/30,"Telugu",2379958
2009/10/31,"Telugu",3736608
2009/11/30,"Telugu",3717771
2009/12/31,"Telugu",4134881
2010/01/31,"Telugu",3540826
2010/02/28,"Telugu",4180496
2010/03/31,"Telugu",3905992
2010/04/30,"Telugu",3706845
2010/05/31,"Telugu",2626422
2010/06/30,"Telugu",1543395
2010/07/31,"Telugu",1820302
2010/08/31,"Telugu",1703653
2010/09/30,"Telugu",1588038
2010/10/31,"Telugu",1713889
2010/11/30,"Telugu",1687421
2010/12/31,"Telugu",2130999
2011/01/31,"Telugu",2215576
2011/02/28,"Telugu",1961167
2011/03/31,"Telugu",2426691
2011/04/30,"Telugu",2329270
2011/05/31,"Telugu",3203635
2011/06/30,"Telugu",2454052
2011/07/31,"Telugu",2505058
2011/08/31,"Telugu",2520912
2011/09/30,"Telugu",2328409
2011/10/31,"Telugu",3568060
2011/11/30,"Telugu",2249882
2011/12/31,"Telugu",2501728
2012/01/31,"Telugu",2698912
2012/02/29,"Telugu",2451085
2012/03/31,"Telugu",2578207
2012/04/30,"Telugu",1913305
2012/05/31,"Telugu",2106064
2012/06/30,"Telugu",2056839
2012/07/31,"Telugu",1988344
2012/08/31,"Telugu",1996462
2012/09/30,"Telugu",1917046
2012/10/31,"Telugu",2216677
2012/11/30,"Telugu",1972035
2012/12/13,"Telugu",2012009
2013/01/31,"Telugu",2108311
2013/02/12,"Telugu",755984
2008/01/31,"Urdu",705743
2008/02/29,"Urdu",561982
2008/03/31,"Urdu",559831
2008/04/30,"Urdu",710486
2008/05/31,"Urdu",785659
2008/06/30,"Urdu",587089
2008/07/31,"Urdu",539229
2008/08/31,"Urdu",661539
2008/09/30,"Urdu",640762
2008/10/31,"Urdu",648858
2008/11/30,"Urdu",549666
2008/12/31,"Urdu",576588
2009/01/31,"Urdu",581786
2009/02/28,"Urdu",534859
2009/03/31,"Urdu",720945
2009/04/30,"Urdu",603393
2009/05/31,"Urdu",597365
2009/06/30,"Urdu",735878
2009/07/31,"Urdu",720662
2009/08/31,"Urdu",814443
2009/09/30,"Urdu",800454
2009/10/31,"Urdu",958408
2009/11/30,"Urdu",1146679
2009/12/31,"Urdu",1039487
2010/01/31,"Urdu",1021865
2010/02/28,"Urdu",1143967
2010/03/31,"Urdu",939471
2010/04/30,"Urdu",1079464
2010/05/31,"Urdu",1098092
2010/06/30,"Urdu",984648
2010/07/31,"Urdu",1034315
2010/08/31,"Urdu",967336
2010/09/30,"Urdu",985925
2010/10/31,"Urdu",1047544
2010/11/30,"Urdu",1101043
2010/12/31,"Urdu",1309476
2011/01/31,"Urdu",1156828
2011/02/28,"Urdu",1192050
2011/03/31,"Urdu",1413756
2011/04/30,"Urdu",1120117
2011/05/31,"Urdu",1150701
2011/06/30,"Urdu",1113237
2011/07/31,"Urdu",1173200
2011/08/31,"Urdu",1517521
2011/09/30,"Urdu",1604866
2011/10/31,"Urdu",1696818
2011/11/30,"Urdu",1519823
2011/12/31,"Urdu",1555202
2012/01/31,"Urdu",1436794
2012/02/29,"Urdu",1398592
2012/03/31,"Urdu",1408958
2012/04/30,"Urdu",1296008
2012/05/31,"Urdu",1376973
2012/06/30,"Urdu",1420318
2012/07/31,"Urdu",1373828
2012/08/31,"Urdu",1302480
2012/09/30,"Urdu",1370492
2012/10/31,"Urdu",1518276
2012/11/30,"Urdu",1624666
2012/12/13,"Urdu",1597234
2013/01/31,"Urdu",1861516
2013/02/12,"Urdu",701830
2008/01/31,"Total",14020377
2008/02/29,"Total",11421630
2008/03/31,"Total",15646208
2008/04/30,"Total",18323754
2008/05/31,"Total",17202493
2008/06/30,"Total",15881978
2008/07/31,"Total",14263343
2008/08/31,"Total",14309232
2008/09/30,"Total",14149690
2008/10/31,"Total",15248051
2008/11/30,"Total",13871060
2008/12/31,"Total",15782787
2009/01/31,"Total",16091909
2009/02/28,"Total",13801086
2009/03/31,"Total",17907697
2009/04/30,"Total",13167370
2009/05/31,"Total",13013706
2009/06/30,"Total",15335944
2009/07/31,"Total",16317154
2009/08/31,"Total",19351141
2009/09/30,"Total",20371507
2009/10/31,"Total",25191907
2009/11/30,"Total",23490407
2009/12/31,"Total",26363009
2010/01/31,"Total",24808564
2010/02/28,"Total",26409708
2010/03/31,"Total",24468130
2010/04/30,"Total",25408914
2010/05/31,"Total",22683576
2010/06/30,"Total",17112752
2010/07/31,"Total",20414282
2010/08/31,"Total",19907116
2010/09/30,"Total",20059397
2010/10/31,"Total",20528790
2010/11/30,"Total",20640668
2010/12/31,"Total",26836085
2011/01/31,"Total",21982400
2011/02/28,"Total",22596773
2011/03/31,"Total",26514459
2011/04/30,"Total",22428869
2011/05/31,"Total",26669331
2011/06/30,"Total",25690318
2011/07/31,"Total",28795050
2011/08/31,"Total",34117149
2011/09/30,"Total",32420088
2011/10/31,"Total",44554819
2011/11/30,"Total",36825912
2011/12/31,"Total",29613778
2012/01/31,"Total",31199849
2012/02/29,"Total",28174982
2012/03/31,"Total",28881774
2012/04/30,"Total",23265488
2012/05/31,"Total",27391640
2012/06/30,"Total",28247309
2012/07/31,"Total",29356557
2012/08/31,"Total",29110904
2012/09/30,"Total",28001540
2012/10/31,"Total",30292488
2012/11/30,"Total",28316173
2012/12/13,"Total",30927690
2013/01/31,"Total",33549102
2013/02/12,"Total",12336926
